1,"0000194819","011","TOPICAL"
2,"0000173472","002","INTRAVENOUS"
3,"0000173472","005","INTRAMUSCULAR"
4,"0000227704","001","ORAL"
5,"0000232836","001","ORAL"
6,"0000232840","001","ORAL"
7,"0000232842","001","ORAL"
8,"0000180471","001","ORAL"
9,"0000222205","001","ORAL"
10,"0000225115","001","ORAL"
11,"0000179117","001","ORAL"
12,"0000181596","001","ORAL"
13,"0000181001","002","INTRAVENOUS"
14,"0000181001","005","INTRAMUSCULAR"
15,"0000000003","001","ORAL"
16,"0000000004","001","ORAL"
17,"0000000005","001","ORAL"
18,"0000000006","001","ORAL"
19,"0000000007","001","ORAL"
20,"0000251313","001","ORAL"
21,"0000251314","001","ORAL"
22,"0000251312","001","ORAL"
23,"0000251318","001","ORAL"
24,"0000175352","001","ORAL"
25,"0000000009","002","INTRAVENOUS"
26,"0000000009","005","INTRAMUSCULAR"
27,"0000186391","001","ORAL"
28,"0000186388","001","ORAL"
29,"0000000010","002","INTRAVENOUS"
30,"0000000010","005","INTRAMUSCULAR"
31,"0000186807","001","ORAL"
32,"0000195378","001","ORAL"
33,"0000195379","001","ORAL"
34,"0000195380","001","ORAL"
35,"0000000012","001","ORAL"
36,"0000186384","001","ORAL"
37,"0000000013","001","ORAL"
38,"0000178090","001","ORAL"
39,"0000178092","001","ORAL"
40,"0000179067","001","ORAL"
41,"0000179066","001","ORAL"
42,"0000184054","001","ORAL"
43,"0000200939","001","ORAL"
44,"0000187122","001","ORAL"
45,"0000183088","001","ORAL"
46,"0000181577","001","ORAL"
47,"0000181595","001","ORAL"
48,"0000181600","001","ORAL"
49,"0000182498","001","ORAL"
50,"0000180923","003","SUBCUTANEOUS"
51,"0000180923","005","INTRAMUSCULAR"
52,"0000180925","001","ORAL"
53,"0000000015","001","ORAL"
54,"0000000016","001","ORAL"
55,"0000231486","001","ORAL"
56,"0000178086","001","ORAL"
57,"0000178088","001","ORAL"
58,"0000000022","001","ORAL"
59,"0000000023","001","ORAL"
60,"0000000024","001","ORAL"
61,"0000000025","001","ORAL"
62,"0000244884","002","INTRAVENOUS"
63,"0000244864","002","INTRAVENOUS"
64,"0000244887","003","SUBCUTANEOUS"
65,"0000244888","003","SUBCUTANEOUS"
66,"0000245326","002","INTRAVENOUS"
67,"0000000029","001","ORAL"
68,"0000084146","001","ORAL"
69,"0000000031","001","ORAL"
70,"0000000032","001","ORAL"
71,"0000000033","002","INTRAVENOUS"
72,"0000000033","005","INTRAMUSCULAR"
73,"0000000038","002","INTRAVENOUS"
74,"0000000038","005","INTRAMUSCULAR"
75,"0000000038","016","RECTAL"
76,"0000000039","002","INTRAVENOUS"
77,"0000000039","005","INTRAMUSCULAR"
78,"0000000039","016","RECTAL"
79,"0000000041","002","INTRAVENOUS"
80,"0000000041","005","INTRAMUSCULAR"
81,"0000000041","016","RECTAL"
82,"0000000045","002","INTRAVENOUS"
83,"0000000047","002","INTRAVENOUS"
84,"0000000047","005","INTRAMUSCULAR"
85,"0000000047","016","RECTAL"
86,"0000000051","002","INTRAVENOUS"
87,"0000000051","005","INTRAMUSCULAR"
88,"0000000052","002","INTRAVENOUS"
89,"0000000052","005","INTRAMUSCULAR"
90,"0000000053","012","OPHTHALMIC"
91,"0000000056","002","INTRAVENOUS"
92,"0000000056","003","SUBCUTANEOUS"
93,"0000000056","005","INTRAMUSCULAR"
94,"0000000060","003","SUBCUTANEOUS"
95,"0000000060","005","INTRAMUSCULAR"
96,"0000000063","001","ORAL"
97,"0000000066","001","ORAL"
98,"0000163729","011","TOPICAL"
99,"0000000071","001","ORAL"
100,"0000000073","002","INTRAVENOUS"
101,"0000000073","003","SUBCUTANEOUS"
102,"0000000074","001","ORAL"
103,"0000000074","002","INTRAVENOUS"
104,"0000000074","003","SUBCUTANEOUS"
105,"0000000075","001","ORAL"
106,"0000000075","002","INTRAVENOUS"
107,"0000000075","005","INTRAMUSCULAR"
108,"0000000076","005","INTRAMUSCULAR"
109,"0000000077","005","INTRAMUSCULAR"
110,"0000000079","001","ORAL"
111,"0000219366","001","ORAL"
112,"0000163727","001","ORAL"
113,"0000188595","001","ORAL"
114,"0000000081","001","ORAL"
115,"0000180472","001","ORAL"
116,"0000000082","001","ORAL"
117,"0000000083","001","ORAL"
118,"0000000084","001","ORAL"
119,"0000000085","001","ORAL"
120,"0000000086","001","ORAL"
121,"0000056478","001","ORAL"
122,"0000080510","001","ORAL"
123,"0000210171","001","ORAL"
124,"0000216953","001","ORAL"
125,"0000210128","001","ORAL"
126,"0000243871","001","ORAL"
127,"0000243880","001","ORAL"
128,"0000243885","001","ORAL"
129,"0000243877","001","ORAL"
130,"0000243887","001","ORAL"
131,"0000191118","001","ORAL"
132,"0000155425","001","ORAL"
133,"0000155421","001","ORAL"
134,"0000155420","001","ORAL"
135,"0000172498","001","ORAL"
136,"0000107136","001","ORAL"
137,"0000197960","001","ORAL"
138,"0000206676","001","ORAL"
139,"0000206674","001","ORAL"
140,"0000231454","001","ORAL"
141,"0000231119","001","ORAL"
142,"0000000090","001","ORAL"
143,"0000000091","001","ORAL"
144,"0000188218","001","ORAL"
145,"0000000093","001","ORAL"
146,"0000000094","001","ORAL"
147,"0000000095","001","ORAL"
148,"0000000096","001","ORAL"
149,"0000163731","002","INTRAVENOUS"
150,"0000104928","002","INTRAVENOUS"
151,"0000166187","011","TOPICAL"
152,"0000166186","011","TOPICAL"
153,"0000166188","011","TOPICAL"
154,"0000159581","011","TOPICAL"
155,"0000000103","002","INTRAVENOUS"
156,"0000000105","002","INTRAVENOUS"
157,"0000000105","005","INTRAMUSCULAR"
158,"0000000106","002","INTRAVENOUS"
159,"0000091440","002","INTRAVENOUS"
160,"0000000128","002","INTRAVENOUS"
161,"0000000128","005","INTRAMUSCULAR"
162,"0000000129","002","INTRAVENOUS"
163,"0000000129","003","SUBCUTANEOUS"
164,"0000000129","005","INTRAMUSCULAR"
165,"0000000131","002","INTRAVENOUS"
166,"0000000131","005","INTRAMUSCULAR"
167,"0000000132","002","INTRAVENOUS"
168,"0000000132","005","INTRAMUSCULAR"
169,"0000000135","002","INTRAVENOUS"
170,"0000000135","005","INTRAMUSCULAR"
171,"0000000144","002","INTRAVENOUS"
172,"0000000151","002","INTRAVENOUS"
173,"0000000151","005","INTRAMUSCULAR"
174,"0000000152","002","INTRAVENOUS"
175,"0000000152","005","INTRAMUSCULAR"
176,"0000000153","002","INTRAVENOUS"
177,"0000000154","002","INTRAVENOUS"
178,"0000000157","002","INTRAVENOUS"
179,"0000000158","005","INTRAMUSCULAR"
180,"0000000158","099","MISCELLANEOUS"
181,"0000218981","001","ORAL"
182,"0000218971","001","ORAL"
183,"0000134996","002","INTRAVENOUS"
184,"0000135021","002","INTRAVENOUS"
185,"0000143535","003","SUBCUTANEOUS"
186,"0000215314","003","SUBCUTANEOUS"
187,"0000143544","003","SUBCUTANEOUS"
188,"0000196817","005","INTRAMUSCULAR"
189,"0000228573","002","INTRAVENOUS"
190,"0000228576","002","INTRAVENOUS"
191,"0000175359","002","INTRAVENOUS"
192,"0000175359","005","INTRAMUSCULAR"
193,"0000000160","002","INTRAVENOUS"
194,"0000000160","003","SUBCUTANEOUS"
195,"0000000160","005","INTRAMUSCULAR"
196,"0000188940","005","INTRAMUSCULAR"
197,"0000195005","003","SUBCUTANEOUS"
198,"0000195005","005","INTRAMUSCULAR"
199,"0000000165","003","SUBCUTANEOUS"
200,"0000000166","003","SUBCUTANEOUS"
201,"0000000168","003","SUBCUTANEOUS"
202,"0000000170","003","SUBCUTANEOUS"
203,"0000000171","003","SUBCUTANEOUS"
204,"0000000173","002","INTRAVENOUS"
205,"0000000175","003","SUBCUTANEOUS"
206,"0000000176","003","SUBCUTANEOUS"
207,"0000000178","003","SUBCUTANEOUS"
208,"0000000180","003","SUBCUTANEOUS"
209,"0000157586","003","SUBCUTANEOUS"
210,"0000000184","003","SUBCUTANEOUS"
211,"0000000186","005","INTRAMUSCULAR"
212,"0000185925","003","SUBCUTANEOUS"
213,"0000233720","003","SUBCUTANEOUS"
214,"0000201266","002","INTRAVENOUS"
215,"0000243969","002","INTRAVENOUS"
216,"0000239955","002","INTRAVENOUS"
217,"0000239955","005","INTRAMUSCULAR"
218,"0000239947","002","INTRAVENOUS"
219,"0000239947","005","INTRAMUSCULAR"
220,"0000079153","003","SUBCUTANEOUS"
221,"0000240066","002","INTRAVENOUS"
222,"0000000199","001","ORAL"
223,"0000000200","001","ORAL"
224,"0000000202","001","ORAL"
225,"0000000203","001","ORAL"
226,"0000000204","001","ORAL"
227,"0000000205","001","ORAL"
228,"0000105069","001","ORAL"
229,"0000000207","001","ORAL"
230,"0000000213","011","TOPICAL"
231,"0000000216","001","ORAL"
232,"0000000217","001","ORAL"
233,"0000000219","001","ORAL"
234,"0000000220","001","ORAL"
235,"0000000221","001","ORAL"
236,"0000000222","011","TOPICAL"
237,"0000000223","011","TOPICAL"
238,"0000000224","005","INTRAMUSCULAR"
239,"0000000226","001","ORAL"
240,"0000000227","001","ORAL"
241,"0000000228","005","INTRAMUSCULAR"
